                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     167                                      783                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.4573087819262564E+007                  4.3005095664210618E+006                  5.6069900042812988E+003                  7.0169257409903341E-001                  8.8770167093978480E-001                 -1.7623211794050770E+000                  6.9896532772160369E-001                  6.8739820076072310E-005                  2.8077813408567609E-001                  2.3200392209633044E-003                  2.3250571253446151E-003                  9.3804557732054712E-003                  2.0850244238750366E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9984201101517218E-001                  8.8772432208230261E-005                  2.8005546744525717E-001                  3.3643851539166356E-003                  1.1065948054260928E-003                  9.3805228948888771E-003                  2.0850244238750366E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.3706197237285614E+003                  3.7806544979411006E+007                  1.4251255277768764E+010                  6.9882155405341528E-001                  6.9882155405341528E-001                  1.0226359785862526E-047                  1.9340255653854117E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4066196761651602E+015                               "r24.08.1"                               "gfortran"                                 "13.3.0"                  "aarch64-macos-24.10.1"                                 "CRMATH"                               "20250503"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.0000000000000000E+000                 -5.1732962637170851E-002                  3.7492845121645786E+000                 -6.7015390761866813E+000                  4.8515350013583589E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.9178395798155160E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                 -5.1734430057436588E-002                  3.7505407504671697E+000                 -6.6929811036142164E+000                  4.8613511673114829E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.9759324085224562E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999775002E-001                 -5.1736228561618525E-002                  3.7519621503058991E+000                 -6.6837519921964867E+000                  4.8720041291040665E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.0398781995739056E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                 -5.1737989271006563E-002                  3.7541317235283072E+000                 -6.6704205070069440E+000                  4.8875093305309054E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.1346823133474043E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                 -5.1741404296526981E-002                  3.7571362367716534E+000                 -6.6535826445275941E+000                  4.9073583011952362E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.2586591258208308E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999999150002E-001                 -5.1744689529260632E-002                  3.7602560678172803E+000                 -6.6377283350109177E+000                  4.9263401688847948E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.3798737142645855E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999998900002E-001                 -5.1747857064908982E-002                  3.7659212030900551E+000                 -6.6120644151233554E+000                  4.9576850478607382E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.5857200525277812E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999998275002E-001                 -5.1755321785359416E-002                  3.7726841589046503E+000                 -6.5875989081430344E+000                  4.9889359357297076E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.7936184253010791E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999997962508E-001                 -5.1758849833761861E-002                  3.7774256517969147E+000                 -6.5727064793005026E+000                  5.0085872126596760E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.9260280258738071E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  9.9999999997650013E-001                 -5.1762259034013068E-002                  3.7824417269197030E+000                 -6.5589415189551392E+000                  5.0273882322111270E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.0525206269357908E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  9.9999999997337519E-001                 -5.1765561950704191E-002                  3.7877634249624115E+000                 -6.5462650507164231E+000                  5.0454095359105198E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.1726132525693058E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  9.9999999997025024E-001                 -5.1768769925279824E-002                  3.7934313597962745E+000                 -6.5346563634022212E+000                  5.0627132355433595E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.2857101127882082E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
